,Date,DateTime,Raw_Moderated_cph,Raw_Mod_Coeff_of_Var,Raw_Mod_sqrt,Corrected_Mod_cph_for_Des,SWC_Des_cm3_cm3,Corrected_Mod_cph_for_UTS,SWC_UTS_cm3_cm3,Rhov_g_cm3,BaroPress_mb,SWC_5,SWC_10,SWC_20,WeightedTDR_SWC,WeightedTDR_SD,WeightedTDR_SE,sT_5,sT_10,sT_20,BaroPress,airRH,airT,date,CRNS,Bare
1683,1683,2023-08-05 02:30:00,10996.0,0.0095363599337346,104.86181383134664,2309.9605590820606,0.1085705835317383,2227.2653759305845,0.093292236328125,6.875661504606549e-06,782.9,0.156,0.082,0.109,0.1195839806378999,0.0300845422429003,0.015366220597921,21.8,23.2,20.3,782.9,45.6,17.7,2023-08-05,0.093292236328125,889.4575367245639
1684,1684,2023-08-05 03:00:00,10634.0,0.009697318771109,103.12128781197411,2223.899431099257,0.1345133463689714,2148.683436602241,0.112030029296875,6.482522102857522e-06,783.2,0.153,0.082,0.11,0.118542612547176,0.0288732527760811,0.0147475327347385,20.5,22.7,20.4,783.2,45.1,16.9,2023-08-05,0.112030029296875,889.4575367245639
1685,1685,2023-08-05 03:30:00,10880.0,0.0095870623605921,104.3072384832424,2280.283773372825,0.1170036652669599,2197.0635549760486,0.100128173828125,7.0144313850432046e-06,783.5,0.152,0.081,0.11,0.1177728751484672,0.0279779163320532,0.0142902235559181,19.6,22.1,20.3,783.5,50.9,16.2,2023-08-05,0.100128173828125,889.4575367245639
1686,1686,2023-08-05 04:00:00,10550.0,0.0097358476702247,102.71319292087068,2211.635886093798,0.1386074454139228,2135.0813428806723,0.115631103515625,6.639919040537605e-06,783.8,0.15,0.08,0.11,0.11657926085242,0.0265895384499906,0.0135810846022056,18.8,21.6,20.3,783.8,44.3,17.6,2023-08-05,0.115631103515625,889.4575367245639
1687,1687,2023-08-05 04:30:00,10584.0,0.0097201973919967,102.87856919689348,2224.380107975333,0.1343550803826314,2143.521665615608,0.113372802734375,6.985600314830943e-06,783.9,0.149,0.081,0.109,0.1162709818551609,0.0262309571706642,0.0133979327697487,18.3,21.0,20.1,783.9,48.6,16.9,2023-08-05,0.113372802734375,889.4575367245639
1688,1688,2023-08-05 05:00:00,10492.0,0.0097627205698069,102.43046421841504,2186.877665751527,0.1472165765302118,2107.5418292181885,0.123199462890625,6.971069981419028e-06,783.8,0.148,0.08,0.109,0.1155012444564521,0.0253356207266363,0.0129406235909282,17.8,20.5,20.0,783.8,51.2,16.0,2023-08-05,0.123199462890625,889.4575367245639
1689,1689,2023-08-05 05:30:00,10598.0,0.0097137750606764,102.9465880930495,2209.0066141053326,0.1394995393821602,2130.384122344498,0.116912841796875,6.834317127949644e-06,783.9,0.147,0.081,0.109,0.1154232280604843,0.0252448742945948,0.0128942732199648,17.3,20.0,19.9,783.9,50.5,15.9,2023-08-05,0.116912841796875,889.4575367245639
1690,1690,2023-08-05 06:00:00,10564.0,0.0097293942881708,102.78132126023678,2194.6887470169727,0.144449180349527,2115.588702273178,0.120941162109375,6.923915039958677e-06,783.9,0.145,0.079,0.11,0.1141140158643578,0.0237220362538239,0.0121164563238173,17.0,19.6,19.7,783.9,52.1,15.6,2023-08-05,0.120941162109375,889.4575367245639
1691,1691,2023-08-05 06:30:00,10752.0,0.0096439593726307,103.69185117452577,2241.442377979677,0.1288415416663503,2157.2895788609794,0.109832763671875,7.223810767618813e-06,783.9,0.145,0.079,0.109,0.1138837532630666,0.0234542014065391,0.0119796548623238,16.5,19.3,19.6,783.9,59.2,14.2,2023-08-05,0.109832763671875,889.4575367245639
1692,1692,2023-08-05 07:00:00,10462.0,0.0097767079506412,102.2839185796086,2193.053451813152,0.1450245587430326,2106.7563304342366,0.123443603515625,7.585570373109516e-06,784.4,0.144,0.079,0.109,0.1134598763657283,0.0229611599685044,0.0117278250874319,16.2,18.9,19.4,784.4,65.3,13.4,2023-08-05,0.123443603515625,889.4575367245639
1693,1693,2023-08-05 07:30:00,10344.0,0.009832314102932,101.70545708072896,2166.2952187232486,0.1547468690411125,2082.9944066155367,0.130401611328125,7.405721430288104e-06,784.4,0.143,0.079,0.109,0.1130359994683899,0.0224681185304696,0.0114759953125399,15.8,18.6,19.3,784.4,62.2,13.8,2023-08-05,0.130401611328125,889.4575367245639
1694,1694,2023-08-05 08:00:00,10556.0,0.0097330803630476,102.74239631233058,2221.963897753408,0.1351522976040797,2142.089274110959,0.113800048828125,6.905219660820584e-06,784.3,0.142,0.079,0.109,0.1126121225710516,0.021975077092435,0.0112241655376479,15.4,18.3,19.1,784.3,55.9,14.4,2023-08-05,0.113800048828125,889.4575367245639
1695,1695,2023-08-05 08:30:00,10516.0,0.0097515737872151,102.54754994635417,2215.1012602464,0.1374394708335007,2130.8682658957064,0.116790771484375,7.320350538412539e-06,784.1,0.142,0.079,0.109,0.1126121225710516,0.021975077092435,0.0112241655376479,15.1,17.9,18.9,784.1,63.8,13.2,2023-08-05,0.116790771484375,889.4575367245639
