,Date,DateTime,Raw_Moderated_cph,Raw_Mod_Coeff_of_Var,Raw_Mod_sqrt,Corrected_Mod_cph_for_Des,SWC_Des_cm3_cm3,Corrected_Mod_cph_for_UTS,SWC_UTS_cm3_cm3,Rhov_g_cm3,BaroPress_mb,SWC_5,SWC_10,WeightedTDR_SWC,WeightedTDR_SD,WeightedTDR_SE,sT_5,sT_10,BaroPress,airRH,airT,date,CRNS
3779,3779,2023-09-17 18:30:00,9984.0,0.0100080096128179,99.91996797437436,2193.397106802041,0.1065262494132461,2123.7621124384577,0.097015380859375,6.071946218017431e-06,795.5,0.063,0.051,0.0574132438197713,0.0015633960049301,0.0009040560429106,10.6,9.9,795.5,32.4,21.4,2023-09-17,0.097015380859375
3780,3780,2023-09-17 19:00:00,9992.0,0.0100040024016011,99.9599919967984,2178.556797321552,0.110989794779222,2119.0810753952155,0.098236083984375,5.197546571877609e-06,795.1,0.063,0.051,0.0574132438197713,0.0015633960049301,0.0009040560429106,12.3,10.2,795.1,27.1,21.8,2023-09-17,0.098236083984375
3781,3781,2023-09-17 19:30:00,10044.0,0.0099780723348208,100.2197585309404,2181.188923048836,0.1101873396063585,2126.908355007279,0.096221923828125,4.7260884659500766e-06,794.9,0.063,0.052,0.0578788068347904,0.0009927478599819,0.0005740706123548,13.5,10.6,794.9,24.5,21.9,2023-09-17,0.096221923828125
3782,3782,2023-09-17 20:00:00,10148.0,0.0099268113988671,100.73728207570424,2197.4808904345336,0.105323440659872,2144.089550150556,0.092010498046875,4.611414311999945e-06,794.6,0.063,0.052,0.0578788068347904,0.0009927478599819,0.0005740706123548,13.6,11.1,794.6,22.7,22.8,2023-09-17,0.092010498046875
3783,3783,2023-09-17 20:30:00,10350.0,0.0098294637436598,101.73494974687902,2241.156428125792,0.0931021999490764,2181.841508759094,0.083343505859375,5.034391491347822e-06,794.3,0.063,0.052,0.0578788068347904,0.0009927478599819,0.0005740706123548,13.8,11.4,794.3,24.5,23.0,2023-09-17,0.083343505859375
3784,3784,2023-09-17 21:00:00,10278.0,0.0098638326028697,101.3804714922948,2217.8345925921208,0.0994856774345011,2169.5480190441936,0.086090087890625,4.121576469356214e-06,794.1,0.064,0.052,0.0584132438197713,0.000337679772027,0.0001952681454392,15.0,11.7,794.1,21.0,22.2,2023-09-17,0.086090087890625
3785,3785,2023-09-17 21:30:00,10184.0,0.0099092504411177,100.91580649234292,2181.622137112738,0.1100557174042703,2133.140639524749,0.094696044921875,4.208843497017152e-06,793.7,0.064,0.052,0.0584132438197713,0.000337679772027,0.0001952681454392,15.9,12.0,793.7,20.6,22.9,2023-09-17,0.094696044921875
3786,3786,2023-09-17 22:00:00,10254.0,0.0098753692531319,101.26203632161464,2200.721971155391,0.104376472813943,2144.5754880036893,0.091949462890625,4.848277404132576e-06,793.5,0.064,0.052,0.0584132438197713,0.000337679772027,0.0001952681454392,15.5,12.3,793.5,22.8,23.6,2023-09-17,0.091949462890625
3787,3787,2023-09-17 22:30:00,10290.0,0.0098580794191764,101.43963722332607,2190.699037862448,0.1073268710242712,2147.255816533625,0.091278076171875,3.746661634292987e-06,793.2,0.064,0.052,0.0584132438197713,0.000337679772027,0.0001952681454392,15.2,12.5,793.2,19.2,22.1,2023-09-17,0.091278076171875
3788,3788,2023-09-17 23:00:00,10456.0,0.0097795126481746,102.25458424931374,2250.322027229361,0.0906779046614865,2198.855138357647,0.079620361328125,4.334485333004944e-06,793.1,0.064,0.052,0.0584132438197713,0.000337679772027,0.0001952681454392,15.0,12.6,793.1,22.6,21.8,2023-09-17,0.079620361328125
3789,3789,2023-09-17 23:30:00,10340.0,0.0098342157206082,101.68579055108928,2225.513519581863,0.0973488955666178,2171.193392004808,0.085723876953125,4.633066276676364e-06,792.9,0.064,0.052,0.0584132438197713,0.000337679772027,0.0001952681454392,14.7,12.7,792.9,29.3,18.5,2023-09-17,0.085723876953125
3790,3790,2023-09-18 00:00:00,10254.0,0.0098753692531319,101.26203632161464,2242.2166289594074,0.0928194025839413,2154.754617748167,0.089508056640625,7.516711466546794e-06,793.0,0.063,0.052,0.0578788068347904,0.0009927478599819,0.0005740706123548,14.2,12.7,793.0,57.6,15.3,2023-09-18,0.089508056640625
3791,3791,2023-09-18 00:30:00,10086.0,0.0099572753771673,100.42907945411032,2199.803692437953,0.1046440909803244,2111.078293004256,0.100250244140625,7.783050765671326e-06,793.1,0.063,0.052,0.0578788068347904,0.0009927478599819,0.0005740706123548,13.8,12.7,793.1,67.0,13.4,2023-09-18,0.100250244140625
3792,3792,2023-09-18 01:00:00,10516.0,0.0097515737872151,102.54754994635417,2298.361553385091,0.0786888753195538,2204.3930250139,0.078460693359375,7.89404572167371e-06,793.3,0.063,0.052,0.0578788068347904,0.0009927478599819,0.0005740706123548,13.3,12.6,793.3,68.8,13.2,2023-09-18,0.078460693359375
3793,3793,2023-09-18 01:30:00,10010.0,0.0099950037468777,100.0499875062461,2192.6240238910354,0.1067551664468979,2101.481652507543,0.102752685546875,8.031579482375845e-06,793.5,0.063,0.052,0.0578788068347904,0.0009927478599819,0.0005740706123548,13.0,12.5,793.5,72.2,12.7,2023-09-18,0.102752685546875
3794,3794,2023-09-18 02:00:00,9960.0,0.0100200602007025,99.7997995989972,2173.282725548093,0.1126120126973153,2085.811828442623,0.107025146484375,7.765951874424447e-06,793.8,0.063,0.052,0.0578788068347904,0.0009927478599819,0.0005740706123548,12.8,12.5,793.8,74.3,11.7,2023-09-18,0.107025146484375
3795,3795,2023-09-18 02:30:00,10090.0,0.0099553014896711,100.44899203078148,2198.6248874845987,0.1049884241826327,2116.216168478481,0.098968505859375,7.211396509173267e-06,794.0,0.063,0.052,0.0578788068347904,0.0009927478599819,0.0005740706123548,12.5,12.4,794.0,74.4,10.5,2023-09-18,0.098968505859375
3796,3796,2023-09-18 03:00:00,10262.0,0.0098715192064931,101.3015300970326,2253.8167681870227,0.0897656290722727,2169.845039990463,0.086029052734375,7.166557864642843e-06,794.2,0.063,0.052,0.0578788068347904,0.0009927478599819,0.0005740706123548,12.1,12.3,794.2,80.3,9.2,2023-09-18,0.086029052734375
3797,3797,2023-09-18 03:30:00,10008.0,0.0099960023984011,100.0399920031984,2181.780051567971,0.1100077703339292,2103.757950440606,0.102203369140625,6.867965605445379e-06,794.3,0.063,0.052,0.0578788068347904,0.0009927478599819,0.0005740706123548,11.8,12.2,794.3,81.0,8.4,2023-09-18,0.102203369140625
3798,3798,2023-09-18 04:00:00,10208.0,0.0098975947808111,101.03464752252071,2227.3457422894894,0.0968441975801046,2145.799476228788,0.091644287109375,7.037545003110696e-06,794.3,0.063,0.052,0.0578788068347904,0.0009927478599819,0.0005740706123548,11.5,12.1,794.3,83.0,8.4,2023-09-18,0.091644287109375
3799,3799,2023-09-18 04:30:00,10194.0,0.0099043889138462,100.96534058774824,2223.407973040305,0.0979313165758493,2142.8565694236145,0.092315673828125,6.961234274161302e-06,794.3,0.063,0.051,0.0574132438197713,0.0015633960049301,0.0009040560429106,11.2,12.0,794.3,82.1,8.4,2023-09-18,0.092315673828125
3800,3800,2023-09-18 05:00:00,9918.0,0.0100412538854796,99.589156036187,2162.641009299914,0.1159445991198088,2088.795315569958,0.106170654296875,6.546897327170109e-06,794.3,0.062,0.051,0.0568788068347904,0.002218464092885,0.0012828585098263,11.0,11.9,794.3,81.3,7.6,2023-09-18,0.106170654296875
3801,3801,2023-09-18 05:30:00,10014.0,0.0099930073414354,100.069975517135,2185.369494303064,0.1089224558498214,2109.0135400400845,0.100799560546875,6.704552276090448e-06,794.3,0.062,0.051,0.0568788068347904,0.002218464092885,0.0012828585098263,10.8,11.8,794.3,86.0,7.1,2023-09-18,0.100799560546875
3802,3802,2023-09-18 06:00:00,9868.0,0.0100666606714127,99.33780750550116,2155.80954036677,0.1181268936554888,2082.602696720918,0.107879638671875,6.5095579289920655e-06,794.2,0.062,0.051,0.0568788068347904,0.002218464092885,0.0012828585098263,10.6,11.7,794.2,85.7,6.7,2023-09-18,0.107879638671875
3803,3803,2023-09-18 06:30:00,9894.0,0.0100534251067784,99.46858800646564,2170.0758481953985,0.1136078488440209,2097.9486761190683,0.103729248046875,6.3666398848933856e-06,794.2,0.062,0.051,0.0568788068347904,0.002218464092885,0.0012828585098263,10.4,11.6,794.2,86.6,6.2,2023-09-18,0.103729248046875
3804,3804,2023-09-18 07:00:00,10024.0,0.0099880215568905,100.11992808627062,2195.415821022982,0.1059303227142125,2123.916673169339,0.097015380859375,6.234040677359573e-06,794.1,0.062,0.051,0.0568788068347904,0.002218464092885,0.0012828585098263,10.2,11.5,794.1,88.2,5.6,2023-09-18,0.097015380859375
3805,3805,2023-09-18 07:30:00,10068.0,0.0099661724232109,100.33942395688746,2205.705039791115,0.1029335441221754,2134.8440743043034,0.094268798828125,6.146772578860321e-06,794.2,0.062,0.051,0.0568788068347904,0.002218464092885,0.0012828585098263,10.0,11.4,794.2,88.7,5.3,2023-09-18,0.094268798828125
3806,3806,2023-09-18 08:00:00,10018.0,0.0099910121318036,100.08995953640904,2192.851526673571,0.1066877602683146,2124.241948389006,0.096893310546875,5.981181884549536e-06,794.2,0.062,0.051,0.0568788068347904,0.002218464092885,0.0012828585098263,9.8,11.3,794.2,91.0,4.5,2023-09-18,0.096893310546875
3807,3807,2023-09-18 08:30:00,10038.0,0.0099810539790932,100.18981984213764,2191.9688061085217,0.1069494881095553,2123.687120428473,0.097076416015625,5.954152325821511e-06,793.9,0.062,0.051,0.0568788068347904,0.002218464092885,0.0012828585098263,9.6,11.2,793.9,91.8,4.3,2023-09-18,0.097076416015625
3808,3808,2023-09-18 09:00:00,9972.0,0.0100140294687684,99.85990186255944,2183.705763240082,0.1094244283786813,2113.6894922037773,0.099578857421875,6.134286121806661e-06,793.9,0.062,0.051,0.0568788068347904,0.002218464092885,0.0012828585098263,9.4,11.1,793.9,92.1,4.7,2023-09-18,0.099578857421875
3809,3809,2023-09-18 09:30:00,9894.0,0.0100534251067784,99.46858800646564,2155.301195919865,0.1182906527055152,2086.1477425494377,0.106903076171875,6.138680788230028e-06,793.7,0.062,0.051,0.0568788068347904,0.002218464092885,0.0012828585098263,9.3,11.0,793.7,84.6,6.0,2023-09-18,0.106903076171875
3810,3810,2023-09-18 10:00:00,9954.0,0.0100230796554043,99.76973488989536,2164.6448067108886,0.1153109218100194,2095.6450129607706,0.104339599609375,6.09728246164297e-06,793.5,0.062,0.051,0.0568788068347904,0.002218464092885,0.0012828585098263,9.3,10.9,793.5,85.7,5.7,2023-09-18,0.104339599609375
3811,3811,2023-09-18 10:30:00,10104.0,0.0099484021164917,100.5186549850325,2194.8649654568467,0.1060926735115972,2127.2249558926683,0.096160888671875,5.888388843113052e-06,793.5,0.062,0.051,0.0568788068347904,0.002218464092885,0.0012828585098263,9.2,10.8,793.5,86.1,5.1,2023-09-18,0.096160888671875
3812,3812,2023-09-18 11:00:00,9946.0,0.0100271098444114,99.72963451251589,2181.196068345865,0.1101851676387207,2113.6778938701063,0.099578857421875,5.915454611092947e-06,793.5,0.062,0.051,0.0568788068347904,0.002218464092885,0.0012828585098263,9.1,10.8,793.5,90.0,4.5,2023-09-18,0.099578857421875
3813,3813,2023-09-18 11:30:00,9958.0,0.010021066382379,99.7897790357309,2184.2809863366847,0.1092506648649014,2117.8198255962006,0.098541259765625,5.811458656963025e-06,793.6,0.062,0.051,0.0568788068347904,0.002218464092885,0.0012828585098263,9.0,10.7,793.6,90.8,4.1,2023-09-18,0.098541259765625
3814,3814,2023-09-18 12:00:00,9956.0,0.0100220728672289,99.77975746613136,2178.309357289124,0.1110654749388636,2113.057098524485,0.099761962890625,5.718611026421949e-06,793.7,0.061,0.051,0.0563443698498094,0.0028735321808399,0.0016616609767419,8.9,10.6,793.7,93.0,3.5,2023-09-18,0.099761962890625
3815,3815,2023-09-18 12:30:00,9946.0,0.0100271098444114,99.72963451251589,2188.296547942122,0.1080438090915451,2122.403303410169,0.097381591796875,5.7493562469941095e-06,793.8,0.061,0.051,0.0563443698498094,0.0028735321808399,0.0016616609767419,8.7,10.5,793.8,93.5,3.5,2023-09-18,0.097381591796875
3816,3816,2023-09-18 13:00:00,10276.0,0.0098647924464571,101.3706071797935,2263.3179516668265,0.0873183693698223,2192.8228781261714,0.080963134765625,5.95335053208905e-06,793.8,0.061,0.051,0.0563443698498094,0.0028735321808399,0.0016616609767419,8.6,10.4,793.8,92.4,4.2,2023-09-18,0.080963134765625
3817,3817,2023-09-18 13:30:00,10262.0,0.0098715192064931,101.3015300970326,2262.578271928357,0.0875071839710773,2191.4824929220963,0.081207275390625,6.007752762653455e-06,793.9,0.061,0.051,0.0563443698498094,0.0028735321808399,0.0016616609767419,8.6,10.4,793.9,90.8,4.6,2023-09-18,0.081207275390625
3818,3818,2023-09-18 14:00:00,10112.0,0.0099444660521966,100.55844071981228,2214.514742862436,0.1004204106255263,2145.3748950053227,0.091705322265625,5.968036429858217e-06,793.9,0.061,0.051,0.0563443698498094,0.0028735321808399,0.0016616609767419,8.6,10.3,793.9,90.8,4.5,2023-09-18,0.091705322265625
3819,3819,2023-09-18 14:30:00,10088.0,0.009956288286669,100.43903623591775,2210.6066067702545,0.1015293751754408,2137.066972187382,0.093719482421875,6.372496054600034e-06,793.7,0.061,0.051,0.0563443698498094,0.0028735321808399,0.0016616609767419,8.6,10.3,793.7,88.4,5.9,2023-09-18,0.093719482421875
3820,3820,2023-09-18 15:00:00,9922.0,0.0100392296431678,99.60923651951158,2184.8959779313104,0.1090651338270971,2114.1003899655934,0.099517822265625,6.201358331871264e-06,793.6,0.061,0.051,0.0563443698498094,0.0028735321808399,0.0016616609767419,8.7,10.2,793.6,88.9,5.4,2023-09-18,0.099517822265625
3821,3821,2023-09-18 15:30:00,9886.0,0.0100574920264863,99.42836617384395,2209.5431251802925,0.101832769498103,2136.5565127706145,0.093841552734375,6.326085574773023e-06,793.4,0.061,0.051,0.0563443698498094,0.0028735321808399,0.0016616609767419,8.7,10.2,793.4,92.5,5.1,2023-09-18,0.093841552734375
3822,3822,2023-09-18 16:00:00,9950.0,0.0100250941423417,99.74968671630002,2217.5016259435783,0.0995791268159574,2145.543121955063,0.091705322265625,6.210851112896564e-06,793.1,0.061,0.051,0.0563443698498094,0.0028735321808399,0.0016616609767419,8.8,10.2,793.1,61.7,11.1,2023-09-18,0.091705322265625
3823,3823,2023-09-18 16:30:00,9786.0,0.0101087485608144,98.92421341612985,2173.1659542792654,0.1126481476628705,2103.8425258317457,0.102142333984375,6.102011807965765e-06,792.7,0.061,0.051,0.0563443698498094,0.0028735321808399,0.0016616609767419,9.1,10.2,792.7,48.5,14.7,2023-09-18,0.102142333984375
3824,3824,2023-09-18 17:00:00,9968.0,0.0100160385026875,99.83987179478947,2195.2392547835498,0.1059823397623756,2125.657141403997,0.096527099609375,6.061926121941823e-06,792.6,0.062,0.051,0.0568788068347904,0.002218464092885,0.0012828585098263,9.7,10.2,792.6,43.2,16.5,2023-09-18,0.096527099609375
3825,3825,2023-09-18 17:30:00,10146.0,0.0099277897472063,100.72735477515528,2223.9322755226244,0.0977860435464106,2155.496682650049,0.089324951171875,5.879507048827832e-06,792.1,0.062,0.051,0.0568788068347904,0.002218464092885,0.0012828585098263,10.5,10.3,792.1,41.9,16.5,2023-09-18,0.089324951171875
3826,3826,2023-09-18 18:00:00,9886.0,0.0100574920264863,99.42836617384395,2156.6642793267715,0.1178519770708637,2085.8534860060727,0.106964111328125,6.286687901225492e-06,791.8,0.062,0.051,0.0568788068347904,0.002218464092885,0.0012828585098263,11.1,10.4,791.8,41.2,17.9,2023-09-18,0.106964111328125
3827,3827,2023-09-18 18:30:00,10192.0,0.009905360646879,100.9554357129917,2244.2091854859827,0.0922896009789733,2171.4457642435696,0.085662841796875,6.20540833179776e-06,791.5,0.062,0.051,0.0568788068347904,0.002218464092885,0.0012828585098263,11.8,10.6,791.5,31.8,22.1,2023-09-18,0.085662841796875
3828,3828,2023-09-18 19:00:00,10130.0,0.0099356269615685,100.64790112068906,2222.439083007735,0.0982002030095423,2156.614295663595,0.089080810546875,5.652274242367124e-06,791.4,0.062,0.051,0.0568788068347904,0.002218464092885,0.0012828585098263,13.0,10.8,791.4,34.5,19.1,2023-09-18,0.089080810546875
3829,3829,2023-09-18 19:30:00,10268.0,0.0098686346247708,101.3311403271472,2252.071947215422,0.0902202770298811,2189.2833227566125,0.081695556640625,5.311109314662406e-06,791.6,0.063,0.051,0.0574132438197713,0.0015633960049301,0.0009040560429106,13.4,11.2,791.6,34.6,18.0,2023-09-18,0.081695556640625
3830,3830,2023-09-18 20:00:00,10396.0,0.0098076930331134,101.96077677224709,2291.117237153518,0.0804234922310593,2224.923410223428,0.074249267578125,5.509455310614069e-06,792.1,0.063,0.051,0.0574132438197713,0.0015633960049301,0.0009040560429106,13.3,11.4,792.1,39.5,16.4,2023-09-18,0.074249267578125
3831,3831,2023-09-18 20:30:00,10150.0,0.0099258333397093,100.74720839804942,2254.622366739165,0.0895562665070973,2178.818157393951,0.084014892578125,6.4428582522005625e-06,792.5,0.063,0.05,0.0569476808047523,0.0021340441498782,0.0012340414734665,12.9,11.6,792.5,52.8,14.2,2023-09-18,0.084014892578125
3832,3832,2023-09-18 21:00:00,10016.0,0.0099920095872178,100.07996802557444,2301.9233419028315,0.077845086074452,2209.9826519265625,0.077301025390625,7.704157172666696e-06,794.1,0.062,0.05,0.0564132438197713,0.0027891122378331,0.0016128439403821,12.5,11.7,794.1,71.0,12.3,2023-09-18,0.077301025390625
3833,3833,2023-09-18 21:30:00,9798.0,0.0101025563712221,98.98484732523458,2258.02519054654,0.088675750843071,2155.364920535489,0.089385986328125,8.820390891596334e-06,794.3,0.062,0.05,0.0564132438197713,0.0027891122378331,0.0016128439403821,12.2,11.7,794.3,91.0,10.5,2023-09-18,0.089385986328125
3834,3834,2023-09-18 22:00:00,9668.0,0.0101702511818633,98.32598842625484,2231.1797445350626,0.0957944215509162,2125.169036542351,0.096649169921875,9.237671099887387e-06,794.2,0.062,0.05,0.0564132438197713,0.0027891122378331,0.0016128439403821,12.0,11.7,794.2,86.2,12.1,2023-09-18,0.096649169921875
3835,3835,2023-09-18 22:30:00,9692.0,0.0101576512375063,98.44795579391176,2221.293483690055,0.0985188479268383,2122.450436456041,0.097381591796875,8.624120352540402e-06,793.7,0.062,0.05,0.0564132438197713,0.0027891122378331,0.0016128439403821,12.2,11.7,793.7,74.7,13.3,2023-09-18,0.097381591796875
3836,3836,2023-09-18 23:00:00,10138.0,0.0099317060352273,100.687635785135,2310.62420723668,0.0758084956910608,2210.126925731279,0.077301025390625,8.420605834675173e-06,793.1,0.063,0.05,0.0569476808047523,0.0021340441498782,0.0012340414734665,12.5,11.7,793.1,71.6,13.6,2023-09-18,0.077301025390625
3837,3837,2023-09-18 23:30:00,10120.0,0.0099405346560943,100.59821071967431,2306.323845113436,0.0768107333930024,2201.232060372544,0.079132080078125,8.841158535275052e-06,792.8,0.063,0.051,0.0574132438197713,0.0015633960049301,0.0009040560429106,12.5,11.7,792.8,82.5,12.1,2023-09-18,0.079132080078125
3838,3838,2023-09-19 00:00:00,9792.0,0.0101056510431805,98.95453501482385,2230.1152595488948,0.0960850305927047,2126.6873483305967,0.096282958984375,9.006174277244974e-06,792.6,0.063,0.05,0.0569476808047523,0.0021340441498782,0.0012340414734665,12.3,11.8,792.6,87.8,11.4,2023-09-19,0.096282958984375
3839,3839,2023-09-19 00:30:00,9920.0,0.0100402416112812,99.59919678390986,2265.109762742168,0.0868621636549109,2160.024589469845,0.088287353515625,9.00925728694072e-06,792.1,0.062,0.051,0.0568788068347904,0.002218464092885,0.0012828585098263,12.1,11.8,792.1,89.5,11.1,2023-09-19,0.088287353515625
3840,3840,2023-09-19 01:00:00,9540.0,0.0102382519472325,97.67292357659824,2167.471319821148,0.1144219637982153,2071.043633526245,0.111114501953125,8.622212808281844e-06,791.7,0.062,0.05,0.0564132438197713,0.0027891122378331,0.0016128439403821,11.9,11.7,791.7,92.4,9.9,2023-09-19,0.111114501953125
3841,3841,2023-09-19 01:30:00,9664.0,0.0101723557346394,98.30564581955606,2190.1995340466538,0.1074756168382649,2101.1200635614828,0.102874755859375,7.851144979327302e-06,791.9,0.062,0.05,0.0564132438197713,0.0027891122378331,0.0016128439403821,11.6,11.7,791.9,94.4,8.1,2023-09-19,0.102874755859375
3842,3842,2023-09-19 02:00:00,9526.0,0.0102457725698564,97.6012295004525,2130.80789058536,0.1264142483570658,2047.1862214259115,0.118133544921875,7.564282197054214e-06,791.8,0.062,0.051,0.0568788068347904,0.002218464092885,0.0012828585098263,11.3,11.6,791.8,96.4,7.2,2023-09-19,0.118133544921875
3843,3843,2023-09-19 02:30:00,9516.0,0.0102511546013091,97.5499871860576,2133.7636408177304,0.1254090463141357,2051.196916037792,0.116912841796875,7.454249808469089e-06,792.2,0.062,0.05,0.0564132438197713,0.0027891122378331,0.0016128439403821,10.9,11.6,792.2,97.5,6.8,2023-09-19,0.116912841796875
3844,3844,2023-09-19 03:00:00,9904.0,0.0100483483882267,99.51884243699784,2211.36464996432,0.101313542851862,2126.3606458246363,0.096405029296875,7.403016171786179e-06,792.4,0.062,0.05,0.0564132438197713,0.0027891122378331,0.0016128439403821,10.6,11.5,792.4,98.1,6.6,2023-09-19,0.096405029296875
3845,3845,2023-09-19 03:30:00,10024.0,0.0099880215568905,100.11992808627062,2232.003954371164,0.095569857507565,2144.95476280917,0.091827392578125,7.515412883820629e-06,792.2,0.061,0.05,0.0558788068347904,0.003444180325788,0.0019916464072978,10.4,11.4,792.2,98.3,6.8,2023-09-19,0.091827392578125
3846,3846,2023-09-19 04:00:00,9830.0,0.0100860993350522,99.1463564635635,2190.0486509636585,0.1075205801741901,2105.024400645394,0.101837158203125,7.479833267297011e-06,792.3,0.062,0.051,0.0568788068347904,0.002218464092885,0.0012828585098263,10.2,11.3,792.3,97.2,6.9,2023-09-19,0.101837158203125
3847,3847,2023-09-19 04:30:00,9910.0,0.0100453060462117,99.54898291795854,2210.458372409616,0.1015716222433294,2122.1558301521723,0.097442626953125,7.705523980816637e-06,792.3,0.062,0.051,0.0568788068347904,0.002218464092885,0.0012828585098263,10.1,11.2,792.3,98.2,7.2,2023-09-19,0.097442626953125
3848,3848,2023-09-19 05:00:00,9400.0,0.0103142124625879,96.95359714832658,2110.574511520317,0.1334886011247124,2022.3783565432925,0.125823974609375,8.075947430508404e-06,792.8,0.062,0.051,0.0568788068347904,0.002218464092885,0.0012828585098263,10.1,11.1,792.8,99.0,7.8,2023-09-19,0.125823974609375
3849,3849,2023-09-19 05:30:00,9488.0,0.0102662695294147,97.40636529508735,2121.0629615321336,0.1297786920949953,2032.1230781336665,0.122772216796875,8.104995683932914e-06,792.2,0.063,0.051,0.0574132438197713,0.0015633960049301,0.0009040560429106,10.0,11.0,792.2,100.0,7.7,2023-09-19,0.122772216796875
3850,3850,2023-09-19 06:00:00,9448.0,0.0102879787300786,97.20082304178294,2132.395414070328,0.1258734858516208,2043.958437742188,0.119110107421875,8.012500418861328e-06,792.2,0.064,0.051,0.0579476808047522,0.0009083279169752,0.000525253575995,9.9,11.0,792.2,99.5,7.6,2023-09-19,0.119110107421875
3851,3851,2023-09-19 06:30:00,9486.0,0.0102673517272282,97.39609848448757,2114.703583751407,0.1320168951660444,2028.9751521253847,0.123748779296875,7.824460279698517e-06,791.9,0.064,0.051,0.0579476808047522,0.0009083279169752,0.000525253575995,9.9,10.9,791.9,95.3,7.9,2023-09-19,0.123748779296875
3852,3852,2023-09-19 07:00:00,9366.0,0.0103329165807689,96.77809669548166,2087.1888004237403,0.1421098113412035,2004.8149804212,0.131622314453125,7.608887234260787e-06,792.0,0.065,0.051,0.0584821177897332,0.0002532598290203,0.0001464511090794,9.8,10.9,792.0,97.6,7.1,2023-09-19,0.131622314453125
3853,3853,2023-09-19 07:30:00,9708.0,0.0101492772449555,98.5291834940288,2163.9043806518416,0.1155447361871158,2079.5839178576352,0.108734130859375,7.508665739987001e-06,792.1,0.065,0.051,0.0584821177897332,0.0002532598290203,0.0001464511090794,9.7,10.8,792.1,99.5,6.6,2023-09-19,0.108734130859375
3854,3854,2023-09-19 08:00:00,9354.0,0.0103395423695746,96.7160793250016,2067.284733009777,0.1498536324653125,1989.411438853631,0.136871337890625,7.2488677392929075e-06,792.0,0.066,0.051,0.0590165547747141,0.0004018082589346,0.0002323513578362,9.7,10.8,792.0,99.9,6.0,2023-09-19,0.136871337890625
3855,3855,2023-09-19 08:30:00,9426.0,0.0102999776490727,97.08758932015976,2082.805361982153,0.1437820361456448,2006.2322981756656,0.131134033203125,7.068073330339652e-06,792.1,0.066,0.051,0.0590165547747141,0.0004018082589346,0.0002323513578362,9.5,10.7,792.1,100.0,5.6,2023-09-19,0.131134033203125
3856,3856,2023-09-19 09:00:00,9476.0,0.0102727678544854,97.34474818910364,2071.966375875139,0.1479969665675035,1998.6411754122644,0.133697509765625,6.793986331066832e-06,792.0,0.066,0.051,0.0590165547747141,0.0004018082589346,0.0002323513578362,9.4,10.7,792.0,100.0,5.0,2023-09-19,0.133697509765625
3857,3857,2023-09-19 09:30:00,9590.0,0.0102115271510699,97.92854537876072,2086.5935023492525,0.1423358364050503,2015.5301492725025,0.128082275390625,6.529240063289647e-06,791.9,0.066,0.051,0.0590165547747141,0.0004018082589346,0.0002323513578362,9.2,10.6,791.9,100.0,4.4,2023-09-19,0.128082275390625
3858,3858,2023-09-19 10:00:00,9452.0,0.0102858016104415,97.22139682189308,2055.184109708688,0.1547571379168284,1986.5266914414697,0.137908935546875,6.400284864496724e-06,791.9,0.066,0.051,0.0590165547747141,0.0004018082589346,0.0002323513578362,9.0,10.5,791.9,100.0,4.1,2023-09-19,0.137908935546875
3859,3859,2023-09-19 10:30:00,9678.0,0.0101649955093601,98.37682653958706,2102.4737081492503,0.1364191368182765,2034.025107889393,0.122161865234375,6.231814280769323e-06,791.9,0.066,0.051,0.0590165547747141,0.0004018082589346,0.0002323513578362,8.9,10.5,791.9,100.0,3.7,2023-09-19,0.122161865234375
3860,3860,2023-09-19 11:00:00,9496.0,0.0102619441576072,97.44742172063866,2070.2472833416414,0.1486761589855298,2000.6403862180748,0.133026123046875,6.44302005637343e-06,792.1,0.066,0.051,0.0590165547747141,0.0004018082589346,0.0002323513578362,8.7,10.4,792.1,100.0,4.2,2023-09-19,0.133026123046875
3861,3861,2023-09-19 11:30:00,9452.0,0.0102858016104415,97.22139682189308,2057.285087539372,0.1538947380439947,1989.8736509507569,0.136749267578125,6.273563832707452e-06,792.0,0.066,0.051,0.0590165547747141,0.0004018082589346,0.0002323513578362,8.6,10.3,792.0,100.0,3.8,2023-09-19,0.136749267578125
3862,3862,2023-09-19 12:00:00,9734.0,0.0101357135684574,98.6610358753647,2116.8322167559,0.1312639050060108,2049.2414429067567,0.117523193359375,6.108021099899799e-06,792.0,0.066,0.051,0.0590165547747141,0.0004018082589346,0.0002323513578362,8.5,10.2,792.0,100.0,3.4,2023-09-19,0.117523193359375
3863,3863,2023-09-19 12:30:00,9512.0,0.0102533097899382,97.52948272189288,2074.07096690131,0.1471694984632224,2009.963215586131,0.129913330078125,5.906479137054901e-06,792.0,0.066,0.051,0.0590165547747141,0.0004018082589346,0.0002323513578362,8.4,10.1,792.0,100.0,2.9,2023-09-19,0.129913330078125
3864,3864,2023-09-19 13:00:00,9558.0,0.0102286068655369,97.76502442080194,2083.2398830137467,0.1436154518228914,2019.683390934844,0.126678466796875,5.827507820374016e-06,792.0,0.066,0.051,0.0590165547747141,0.0004018082589346,0.0002323513578362,8.2,10.1,792.0,100.0,2.7,2023-09-19,0.126678466796875
