date,Date (aggregated based on UTC),Raw_Moderated_cph,Raw_Mod_Coeff_of_Var,Raw_Mod_sqrt,Corrected_Mod_cph_for_Des,SWC_Des_cm3_cm3,Corrected_Mod_cph_for_UTS,SWC_UTS_cm3_cm3,Rhov_g_cm3,BaroPress_mb,SWC_5,WeightedTDR_SWC,WeightedTDR_SD,WeightedTDR_SE,sT_5,PRISM_ppt_mm,BaroPress,airRH,airT,date,CRNS,Bare
2023-07-19,2023-07-19,6181.708333333333,0.0089943454116668,111.18759491966992,2777.0814826016085,0.0266609462927389,2650.612817103333,0.042755126953125,8.837982030084521e-06,797.3375,0.0291875,0.0291875,0.0143996147234021,0.0101820652173913,25.15625,0.0,797.3375,50.8125,21.175,2023-07-19,0.042755126953125,950.1030864473538
2023-07-20,2023-07-20,5921.041666666667,0.0091941189610299,108.80269490699771,2653.6586292177603,0.0453432447010929,2520.4361191094818,0.0603828430175781,9.812181539541814e-06,797.65625,0.1081914893617021,0.1081914893617021,0.0973288985134967,0.0688219241443108,23.5625,5.2636,797.65625,61.614583333333336,19.6,2023-07-20,0.0603828430175781,1007.886431197865
2023-07-21,2023-07-21,5892.125,0.0092143342113037,108.54563905408033,2654.85742616932,0.0445511676480507,2529.4061943704323,0.0585314432779947,9.210249037988195e-06,798.0958333333333,0.128125,0.128125,0.1255191396038859,0.0887554347826087,22.18125,0.0,798.0958333333333,64.71041666666666,18.541666666666668,2023-07-21,0.0585314432779947,994.6453773927777
2023-07-22,2023-07-22,6132.416666666667,0.0090309661664745,110.74117779752316,2696.7478436806605,0.0379504078309019,2603.873748208392,0.0483538309733072,6.610918608962833e-06,797.4958333333334,0.1100625,0.1100625,0.0999749071335219,0.0706929347826087,22.9125,0.0,797.4958333333334,47.6625,18.85625,2023-07-22,0.0483538309733072,971.942462709203
2023-07-23,2023-07-23,6254.229166666667,0.0089423765380455,111.83649647432094,2741.3244370568186,0.0314726342475885,2657.7940329885923,0.0418637593587239,5.821973334318557e-06,797.1104166666668,0.0990416666666666,0.0990416666666666,0.0843890951648684,0.0596721014492753,22.98333333333333,0.0,797.1104166666668,40.95625,19.26458333333333,2023-07-23,0.0418637593587239,965.3626555155861
2023-07-24,2023-07-24,6207.145833333333,0.0089758087481399,111.41648370275615,2768.075856160171,0.0277539991689135,2665.859178595828,0.0408910115559895,7.099145723468981e-06,798.1854166666667,0.0919375,0.0919375,0.0743422863155095,0.0525679347826086,22.82708333333333,0.0,798.1854166666667,47.239583333333336,19.822916666666668,2023-07-24,0.0408910115559895,970.0696030341218
2023-07-25,2023-07-25,6210.541666666667,0.0089734564093872,111.446542993419,2773.475639191747,0.0270365098805222,2666.4124306467243,0.0408566792805989,7.437147304850905e-06,797.90625,0.0867916666666666,0.0867916666666666,0.067064979025798,0.0474221014492753,22.95,0.0,797.90625,44.09791666666666,20.76458333333333,2023-07-25,0.0408566792805989,954.1636607901536
2023-07-26,2023-07-26,6146.083333333333,0.0090205467222815,110.8660275086361,2765.5150750715143,0.0282384883306387,2658.3560458253173,0.0419031778971354,7.468493781271964e-06,797.9625,0.0818125,0.0818125,0.0600233739964819,0.0424429347826086,22.102083333333336,0.4466,797.9625,47.26458333333333,20.097916666666663,2023-07-26,0.0419031778971354,952.3332356992206
2023-07-27,2023-07-27,6133.166666666667,0.0090299349309545,110.74990155127244,2761.609201999627,0.0286103101819003,2640.405054526392,0.0438257853190104,8.503842810346364e-06,797.0583333333334,0.0778124999999999,0.0778124999999999,0.0543665197469895,0.0384429347826086,21.4625,0.5096,797.0583333333334,60.20625,18.258333333333333,2023-07-27,0.0438257853190104,951.750469862306
2023-07-28,2023-07-28,6175.9375,0.0089987737173645,111.134751786308,2745.560528211208,0.0309128375494044,2639.1099081834286,0.044073740641276,7.474325847962027e-06,796.6374999999999,0.0749583333333333,0.0749583333333333,0.0503301185377164,0.035588768115942,21.960416666666664,0.0,796.6374999999999,44.14166666666667,21.079166666666666,2023-07-28,0.044073740641276,947.1173306364855
2023-07-29,2023-07-29,6200.625,0.0089809863583303,111.35602672339895,2781.708463941677,0.0259426835981121,2677.248027170814,0.0396385192871093,7.2251341019288195e-06,797.85,0.07225,0.07225,0.0464999568062892,0.0328804347826086,22.214583333333334,0.0321,797.85,49.22916666666666,19.416666666666668,2023-07-29,0.0396385192871093,953.4216915642
2023-07-30,2023-07-30,6136.291666666667,0.0090275113178797,110.77862624048667,2763.51251114601,0.0283485780390607,2648.037533255652,0.0429128011067708,8.074611848168724e-06,798.1583333333333,0.0695208333333333,0.0695208333333333,0.0426403322923126,0.030151268115942,22.9125,0.0,798.1583333333333,44.62708333333333,21.62291666666667,2023-07-30,0.0429128011067708,948.8171409485816
2023-07-31,2023-07-31,6105.104166666667,0.0090520479126309,110.4907227173763,2737.659426682692,0.0322187549439425,2599.849358074581,0.0492439270019531,9.85203108988955e-06,797.6,0.0656875,0.0656875,0.0372191803032158,0.0263179347826086,21.860416666666666,0.96519995,797.6,63.0875,18.82708333333333,2023-07-31,0.0492439270019531,990.0950545181378
2023-08-01,2023-08-01,5614.479166666667,0.0094381587574744,105.96213605881542,2548.2488726319284,0.062850290852698,2397.357985749697,0.0792694091796875,1.1651217664825087e-05,797.2020833333332,0.0723125,0.0723125,0.0465883451539375,0.0329429347826086,21.13958333333333,2.6088998,797.2020833333332,77.92083333333333,18.12708333333333,2023-08-01,0.0792694091796875,1027.3884327344622
